Id,SalePrice
1603,80510.6739382967
1604,259872.67759280643
1605,252704.86005879665
1606,177216.7868692948
1607,193737.76739027255
1608,223671.09419482615
1609,182397.8245252903
1610,142360.30406657752
1611,143752.70949531594
1612,174454.19493389246
1613,165845.4692099507
1614,127804.84007003292
1615,91974.01107552048
1616,76959.61248550907
1617,91516.79563310367
1618,123711.94271634324
1619,142560.61122503428
1620,176390.16812887148
1621,135964.43436450837
1622,139341.19065193032
1623,275896.1715306204
1624,215546.84813543255
1625,118222.08968322676
1626,176701.79211756302
1627,184077.30730341724
1628,270556.06557103014
1629,172112.0460869281
1630,351627.650841704
1631,225325.0446326947
1632,243742.22849247413
1633,167567.08379800167
1634,184542.47183441135
1635,175145.15551200198
1636,153792.3783599746
1637,201978.50754086583
1638,185930.35500218338
1639,185340.62000557734
1640,256883.97740279333
1641,172667.327856555
1642,235774.36874751348
1643,216733.25284462568
1644,233951.00426335225
1645,204004.53092549954
1646,158180.41937946857
1647,156089.20698491271
1648,128544.52855965399
1649,141445.96434573908
1650,112990.97463228143
1651,123876.56316178336
1652,104182.19781606586
1653,107982.80883839315
1654,142490.486202881
1655,142716.56553986462
1656,139075.53450697815
1657,143742.75041111454
1658,140489.79389665634
1659,123183.11798440144
1660,150697.10892469087
1661,465327.81881360896
1662,395937.1632189005
1663,379718.9679665877
1664,527116.7272527762
1665,298436.5957204405
1666,327927.5828590673
1667,355612.9465861331
1668,335771.1145402226
1669,293651.17199884064
1670,337198.3813890872
1671,266531.2451673007
1672,447064.93436990934
1673,305182.9567082135
1674,250814.38175726996
1675,195337.0665523658
1676,201466.3431915058
1677,220389.88711077592
1678,465777.8420804973
1679,380823.68383655633
1680,325802.6264085252
1681,240013.4505226492
1682,302520.66377396596
1683,194872.26207005183
1684,176714.5733462259
1685,175728.0174764154
1686,176208.22381109468
1687,167603.2211613714
1688,189931.5709457412
1689,192249.14061894736
1690,197042.32134770206
1691,190251.83200410174
1692,249627.91379790517
1693,166213.74534198534
1694,177010.79558711077
1695,159690.15351174882
1696,268691.53810152545
1697,167636.58949669744
1698,340409.3531191871
1699,323508.30806427385
1700,243145.2067090205
1701,268227.05122445134
1702,244833.9008348727
1703,235376.6898476683
1704,276655.3200793415
1705,233979.47569615685
1706,418147.9724664262
1707,205070.10126957338
1708,201354.22880541297
1709,272868.53445821675
1710,229182.59855899288
1711,266762.8734840004
1712,260552.80789506936
1713,256648.31597198787
1714,218828.48422213152
1715,208786.41975455548
1716,181484.70089074428
1717,181101.11234237708
1718,136721.63669147273
1719,206816.3919485036
1720,233281.38994867314
1721,162243.7890263784
1722,124907.97733547937
1723,154702.25906848087
1724,205321.88355425565
1725,240615.31556430712
1726,196634.65191944578
1727,156246.21202487467
1728,181467.6993369715
1729,169107.82006006734
1730,169244.34684697975
1731,124795.60727372688
1732,130494.27666956674
1733,112634.92096315966
1734,118237.38287689314
1735,134445.42415350652
1736,113856.97365674195
1737,304655.1925517005
1738,242248.20620186298
1739,251028.44007862924
1740,225300.39348271687
1741,187904.0553634452
1742,169490.39992364534
1743,177154.82327389903
1744,317379.60439797497
1745,221108.09122892865
1746,191774.25020005094
1747,223092.97141821292
1748,236245.6503063951
1749,144255.87766865172
1750,124402.87664446664
1751,259333.52929465694
1752,119062.00521453914
1753,149770.22867599572
1754,198064.20782429614
1755,167392.87265116235
1756,126011.21439564589
1757,122745.53415234263
1758,142590.19624271244
1759,152878.91996698605
1760,167618.19799921964
1761,153361.89820684577
1762,184197.43287329664
1763,181563.64064556226
1764,116491.89700533138
1765,171130.84555366385
1766,191918.21500104392
1767,230372.1935448447
1768,139343.97397658107
1769,171253.37147413738
1770,161353.3564060864
1771,123809.39189540285
1772,139922.95574974816
1773,122057.08131357594
1774,157498.9063340992
1775,147214.747106313
1776,123648.83555679095
1777,107669.44846528325
1778,140995.17579710114
1779,118345.09333086226
1780,171060.62378469604
1781,125799.2943114969
1782,92250.83420461469
1783,148812.60590791036
1784,116338.43390830181
1785,128914.72597816192
1786,144648.05271199453
1787,181032.84536865755
1788,66744.81919542977
1789,102171.9711214647
1790,82439.86503058703
1791,213321.56039692296
1792,163826.4293639866
1793,123289.56996889238
1794,163089.6639538513
1795,138867.75017707807
1796,121609.44026756709
1797,114270.18627292894
1798,124174.11352306955
1799,117582.70869513012
1800,128371.96933127342
1801,127477.56026817567
1802,133913.05526192219
1803,150596.64543360486
1804,141436.23020938475
1805,137808.6156388627
1806,131807.71955737352
1807,134517.38956664494
1808,120399.3635765528
1809,125893.7216352748
1810,139158.40402993065
1811,87546.86012113276
1812,95262.34196366563
1813,122144.8281006806
1814,92777.81204320754
1815,61306.492901873025
1816,102046.60285283581
1817,114842.19317679266
1818,159695.76514441258
1819,135154.7339037696
1820,71454.52304155657
1821,108744.90952678067
1822,151775.47333466623
1823,52350.825706756565
1824,124767.5845573694
1825,138942.11287747702
1826,107243.14100591217
1827,99756.04539032461
1828,134650.66529372183
1829,126460.88610276584
1830,152073.84888331636
1831,153887.58139866882
1832,82095.68152138844
1833,137781.43009265896
1834,125157.7214988834
1835,123388.78457886404
1836,129914.31370849429
1837,93455.36667793867
1838,124491.20045629855
1839,107302.06746249058
1840,138302.45878741777
1841,137947.49839597347
1842,87625.18990265993
1843,129604.46388112471
1844,138518.56773926254
1845,142730.0758760141
1846,154873.07286507182
1847,164966.53155661415
1848,56324.69114400347
1849,109912.4307673213
1850,123869.27240150327
1851,159249.2503399958
1852,127480.91920303657
1853,130321.73140642367
1854,167578.85252889275
1855,148609.34957118155
1856,232082.14823350875
1857,139865.3611295832
1858,137384.99343383568
1859,116943.40120340852
1860,143450.24359868228
1861,116302.91624444658
1862,330573.82254854107
1863,313240.5344755903
1864,313274.76121446356
1865,325305.9614069042
1866,311372.2829892977
1867,226994.30323928568
1868,288739.8369814588
1869,207041.71035707858
1870,223367.98996976402
1871,246442.59328539425
1872,175555.37364289514
1873,250420.55749467973
1874,151181.31549117225
1875,191870.86352785933
1876,194371.3738260666
1877,204557.61354796987
1878,204111.9073128721
1879,129400.19653074873
1880,131320.44572452028
1881,249760.18394633132
1882,248445.1947530244
1883,186428.78024632853
1884,207327.76733585066
1885,233910.46659045693
1886,268752.63988681254
1887,218244.24622555292
1888,263125.8132494228
1889,168394.0001899243
1890,113797.67275432649
1891,126255.91563584107
1892,101075.11555682642
1893,121680.4935785514
1894,133479.68184022667
1895,130263.23029760558
1896,126167.05245785957
1897,108624.24045565251
1898,118643.0405965417
1899,153923.1906550167
1900,153580.2717918092
1901,162649.0731088002
1902,150466.00067238617
1903,232616.11389449117
1904,139130.48984305278
1905,215089.4591553042
1906,142445.22152119456
1907,215232.81735975662
1908,112432.40956032436
1909,132682.48960538607
1910,121062.35777984992
1911,213608.69783092913
1912,339043.65346837195
1913,129760.98977690653
1914,74412.01552680081
1915,278510.6118571612
1916,58904.75224582606
1917,244374.3465361932
1918,141609.1743595289
1919,185812.36211060203
1920,166260.04466758238
1921,355733.8236093589
1922,290287.09381368617
1923,241504.10049672858
1924,223430.7746710463
1925,199265.11002779022
1926,351805.1090488129
1927,135925.99385515327
1928,153311.3604621336
1929,134594.50607398525
1930,130513.98506237801
1931,145567.8774160818
1932,133915.97520720068
1933,177593.9072955688
1934,175322.44292511564
1935,161277.26009145644
1936,184079.7568367331
1937,179618.2518918972
1938,170717.04144916576
1939,230967.6625371543
1940,195179.86798261933
1941,164956.72904166539
1942,183373.57285357526
1943,217865.16389434692
1944,358957.0229758442
1945,361437.44719074224
1946,146595.24050032135
1947,288862.7164360402
1948,174038.34381875655
1949,245869.66464575814
1950,188914.7927632075
1951,264872.836139116
1952,212910.59071471877
1953,170669.187792455
1954,177723.83561130863
1955,134106.5716258621
1956,358762.3677260367
1957,154483.72328102824
1958,300143.57356735144
1959,153658.31801056123
1960,115725.1223460936
1961,124892.13759608642
1962,102708.85017730645
1963,107530.02517512305
1964,107000.88121227245
1965,143538.33724524375
1966,139769.567774603
1967,288241.01054209983
1968,417880.2826270258
1969,366601.0834900005
1970,400937.8826821552
1971,473174.2886611555
1972,362725.6336578476
1973,280415.0419150004
1974,319004.4493732562
1975,526619.4401702475
1976,276411.1304664689
1977,376976.06262307666
1978,358308.64536388224
1979,334790.02311024955
1980,217781.1262098807
1981,345764.79536286066
1982,219938.20448735115
1983,210227.59600260548
1984,171006.32095806077
1985,221109.51430366564
1986,205545.3574649252
1987,183357.70547071323
1988,174413.01979344123
1989,192065.23768684236
1990,210321.39760972725
1991,232556.78893006805
1992,219771.29528897436
1993,166713.43722987015
1994,226268.5216378447
1995,182957.9194179273
1996,257926.63929057948
1997,299498.2647645759
1998,312229.92286906164
1999,270720.60119925183
2000,331889.5819791167
2001,265083.75311018294
2002,228886.79382717464
2003,261236.56154297222
2004,287821.74044846545
2005,214664.14526525055
2006,221590.25802829335
2007,251627.52976634062
2008,206011.01339873442
2009,197738.47239748263
2010,195770.56289534102
2011,145522.8405732977
2012,173587.23811119035
2013,175780.46637015312
2014,182417.88372640125
2015,206667.98109109755
2016,192026.86815489677
2017,200018.6744203669
2018,124046.76867700685
2019,135585.2608900338
2020,101525.54116143126
2021,104065.5602031957
2022,182325.75096094297
2023,143558.1302322495
2024,274940.4391968468
2025,372880.6095830247
2026,183184.4665181264
2027,156924.73562010736
2028,148013.7741419765
2029,164140.41187147915
2030,266341.2407266976
2031,226504.65274412933
2032,238478.42513711026
2033,251691.2966738176
2034,173689.8423565137
2035,221475.11139791083
2036,201395.777633705
2037,203178.471331682
2038,323863.6298227215
2039,212431.62996432156
2040,316075.07405243913
2041,300619.1814956426
2042,201195.01610505077
2043,184603.04673007427
2044,169965.88983823944
2045,219397.98200588845
2046,150653.7977040356
2047,138444.9949692324
2048,138553.93941454793
2049,154493.00133966372
2050,170495.27166622222
2051,108718.32850944312
2052,126177.21699723753
2053,145405.05373526126
2054,102234.0273282791
2055,156958.9457763775
2056,147367.54641356703
2057,113013.41814629087
2058,216754.81734153198
2059,133830.00468241415
2060,174775.53506227816
2061,170831.15816358413
2062,127156.8792478596
2063,125802.07097127874
2064,141592.66008331176
2065,113621.5139835932
2066,168971.19191076467
2067,114480.78614020241
2068,155600.54111659285
2069,90305.82261715246
2070,123480.80920427664
2071,97484.07985162883
2072,145593.56658994136
2073,131905.36962566775
2074,178429.186081264
2075,144271.86157201193
2076,118585.94567057377
2077,157716.5397673136
2078,123668.13266727266
2079,137276.43508413405
2080,128163.76811573909
2081,124468.71949737807
2082,127076.23018801044
2083,145519.01867520798
2084,116584.69636588634
2085,113297.468922226
2086,107212.35008588585
2087,119872.96034401636
2088,96321.5015416302
2089,83481.0751132713
2090,123664.46531027446
2091,106983.27843924348
2092,119877.55297563566
2093,113848.23090331844
2094,110706.34639494306
2095,151854.29111162436
2096,83815.78460106176
2097,103450.51370738818
2098,153472.53243704673
2099,63088.3433510931
2100,71027.2534603336
2101,102306.00508448471
2102,132449.09695451576
2103,103861.90746624155
2104,148380.08441874594
2105,132351.71245807316
2106,56273.513831755045
2107,192656.5841420211
2108,116124.89772008019
2109,107440.77795702996
2110,127838.4273258751
2111,139579.80119862428
2112,139069.31954911328
2113,116484.46933233495
2114,127225.5280971454
2115,156636.02347039676
2116,112597.4259261951
2117,150143.4231774089
2118,127855.24959566316
2119,118427.79135423136
2120,116575.81188306319
2121,95977.97850601596
2122,119204.91159558826
2123,82666.36748488659
2124,159289.39052123248
2125,132597.27747566748
2126,147503.3446138179
2127,173473.89858056416
2128,129256.68113752957
2129,89690.56959372459
2130,130241.17160965186
2131,129184.18545683335
2132,109150.94705162891
2133,113274.8987836697
2134,117842.51018546552
2135,85742.81186804616
2136,74408.01157990808
2137,102720.75349212489
2138,137453.64627554367
2139,147817.91826097638
2140,141200.1432609477
2141,162589.38244199564
2142,128157.11683160436
2143,150655.23587880825
2144,110024.31999785994
2145,144087.19824987455
2146,174322.05477611706
2147,133681.23791296256
2148,133628.73514858368
2149,157158.51716772042
2150,229752.54596054115
2151,123237.09585639628
2152,158882.94402971718
2153,167788.76673648265
2154,99038.50442811931
2155,144954.06310567842
2156,275630.75075221556
2157,225065.00132407207
2158,240056.60184575833
2159,217448.88516601085
2160,182600.50208481922
2161,246005.3714541347
2162,416853.13506214914
2163,337288.9805212519
2164,248243.90039827782
2165,202543.30910762493
2166,152964.68468139117
2167,212705.40674401302
2168,189823.08861069827
2169,194183.83994305992
2170,221253.52816885145
2171,148483.9344663094
2172,131937.84933650045
2173,163432.03345370153
2174,231893.60103314603
2175,287912.4711201463
2176,296109.55335626355
2177,243100.64534095992
2178,220681.30647889167
2179,136602.92605837883
2180,208596.53372301685
2181,199796.1204887118
2182,234327.385002042
2183,196938.361767324
2184,117643.69429162657
2185,116537.52308353913
2186,150161.9948732313
2187,160028.49528561134
2188,156089.42796291542
2189,336840.47329390835
2190,82565.75091184585
2191,84961.49349559587
2192,89800.18912269117
2193,109302.13251045744
2194,104182.87672132096
2195,110450.21283198585
2196,101756.42908884604
2197,118734.46604581099
2198,161630.75270052475
2199,188433.904994897
2200,151479.65909488397
2201,138437.21642442848
2202,224001.3302512877
2203,142405.37508760192
2204,169655.59017743106
2205,123075.91936998052
2206,140090.52279004484
2207,215784.63616830212
2208,282727.55095933663
2209,242446.47439751303
2210,121471.59571230171
2211,112975.92959251397
2212,114913.12517823737
2213,102636.8596657611
2214,119697.71580644693
2215,95709.71628965743
2216,141950.15941867634
2217,60205.95503682441
2218,83635.9087092424
2219,76587.0962789524
2220,78296.67392388532
2221,277764.3483793174
2222,256502.574418935
2223,299532.791518188
2224,212310.24532254244
2225,127025.68221485149
2226,175991.91629645208
2227,202252.30706602448
2228,254986.87773593646
2229,256609.29511709628
2230,142452.37458661717
2231,211560.9950398105
2232,172938.78847456124
2233,182536.936453318
2234,235873.35334118042
2235,214502.58833544105
2236,258601.82729157855
2237,313668.6287195622
2238,190717.4244325617
2239,112397.71383765739
2240,150794.97816150592
2241,152353.45046841484
2242,115685.61924802001
2243,124067.59838161657
2244,106236.76105541862
2245,101948.60033647041
2246,144853.9193699881
2247,116144.57995765723
2248,126507.90442973387
2249,119737.8059424682
2250,125348.41185016384
2251,106141.57920369599
2252,184523.78383237787
2253,148716.1311933366
2254,171185.47870819285
2255,178004.67053827166
2256,173269.84690747174
2257,211432.81408098715
2258,160532.34052462442
2259,174287.17123125185
2260,146592.0729680392
2261,192976.4615576572
2262,205859.0323772897
2263,370675.5400672537
2264,571017.639702317
2265,164865.77564462938
2266,281761.9731676649
2267,371509.5908154412
2268,391513.43366840866
2269,151651.3503399802
2270,195923.55559656135
2271,215969.39570881272
2272,194614.63924520084
2273,158683.16773230347
2274,172967.77732168973
2275,168401.15698141564
2276,189631.8532061736
2277,177821.5889272796
2278,143312.8733424357
2279,124646.1627484544
2280,119586.24237672737
2281,161877.4538541074
2282,176661.99645818598
2283,110022.58966108187
2284,112226.62213949634
2285,146352.90588301467
2286,123817.80440561243
2287,361913.8726651465
2288,277329.3315123249
2289,370836.41692485585
2290,460782.14394987037
2291,327525.6465753181
2292,433424.8579861003
2293,500166.3819844099
2294,415424.1032819758
2295,522523.0632944167
2296,304930.96136327274
2297,330723.7661110291
2298,339853.97267635923
2299,384656.28192832106
2300,330298.2308355228
2301,302754.68260035623
2302,252387.28882262498
2303,256128.96668783601
2304,259259.274599427
2305,203554.57421355793
2306,197238.7826966451
2307,203802.81288488398
2308,238645.75839456805
2309,277278.34853213734
2310,218356.1664400788
2311,208326.16054023092
2312,176882.66561435023
2313,169270.6160257871
2314,174590.30302327036
2315,182025.86348076194
2316,198763.2859278927
2317,193122.28103361712
2318,184121.39151662504
2319,185352.58350984188
2320,187289.0190090284
2321,232167.12934649695
2322,187535.68313807598
2323,185910.82249802112
2324,179011.59281631868
2325,220274.7897520786
2326,170661.52476763088
2327,198946.7606759987
2328,215284.50116501717
2329,190801.24933457875
2330,178567.77313518114
2331,363357.4161168169
2332,401688.1782380267
2333,311954.73252130864
2334,248371.7198366614
2335,274907.1739332997
2336,307174.3195049711
2337,197588.70081721776
2338,254085.02406470018
2339,215596.14125102854
2340,396749.6349078971
2341,221216.2349204354
2342,233424.06545327767
2343,230042.23545860147
2344,205937.8734159804
2345,233014.9908301403
2346,216689.80615023637
2347,198649.06692248606
2348,242095.3254756517
2349,182119.37844357188
2350,296335.82362187013
2351,252122.2741335035
2352,257696.90168881655
2353,249950.9382249994
2354,138459.70564004514
2355,146719.46097612506
2356,150177.71600792027
2357,192964.22995405176
2358,196871.98156341963
2359,124854.0046711182
2360,119551.07890251442
2361,148903.16341035045
2362,283104.8395497322
2363,131130.19901275457
2364,154538.78779926265
2365,223032.57782085863
2366,204570.73063807288
2367,231231.71710387318
2368,210461.43414435835
2369,216801.98071946774
2370,164159.4020676152
2371,161895.00344676423
2372,188116.27125785948
2373,278633.8450238746
2374,347794.07005203597
2375,237541.47381257365
2376,300953.7128371162
2377,355183.0036722358
2378,137774.70843752875
2379,210283.1921749751
2380,143886.3622861227
2381,165345.0594012096
2382,211228.35340105495
2383,205233.4246292769
2384,245962.61136036733
2385,164814.69504203412
2386,128064.71286072415
2387,135438.94817356285
2388,102645.98877411653
2389,115048.43641141335
2390,141354.1659526035
2391,146428.9399489913
2392,116690.30432678772
2393,166723.4491177853
2394,141316.1600996465
2395,213532.5545126044
2396,145014.61822012402
2397,219702.4594383795
2398,130161.08491442424
2399,70775.95018288099
2400,73531.1401166892
2401,121583.11291468609
2402,138318.55221350704
2403,156763.16720896194
2404,149890.7885716496
2405,164617.27462020036
2406,138614.7057087054
2407,121222.10064323926
2408,155064.70347251144
2409,121974.15840166375
2410,170699.7449504285
2411,114859.51662691207
2412,148604.4213391616
2413,131392.0029976836
2414,150902.69721918917
2415,144585.12572052053
2416,124529.090807537
2417,135747.98573072694
2418,137959.56646508258
2419,125290.82850353488
2420,125866.81261606909
2421,134673.67601587813
2422,108390.26614475294
2423,112594.82773339523
2424,157067.70820957382
2425,208448.28513080892
2426,125254.93011115826
2427,137835.95568529094
2428,176231.19201540118
2429,115104.63584698856
2430,129780.20423504317
2431,106597.63797520113
2432,145937.52821567468
2433,145202.4942121445
2434,134629.76627629536
2435,152212.08829708007
2436,108310.69801363774
2437,105464.53787174355
2438,122353.89727792854
2439,106958.49993559523
2440,127526.28433555683
2441,87867.9941670109
2442,99846.33636367225
2443,129598.2154046816
2444,135987.45297910378
2445,86987.94611707995
2446,145029.96516636288
2447,193355.2191292233
2448,130285.02462265037
2449,118173.21810161484
2450,153388.83474032913
2451,120041.12231430168
2452,195947.63638754588
2453,97128.10294122604
2454,112361.8650525694
2455,114841.93277789807
2456,126264.12956458145
2457,127455.95252128439
2458,137878.4734524044
2459,112025.84196909447
2460,145064.54184166237
2461,131391.536684438
2462,128014.10703395696
2463,127747.59082906495
2464,184095.0373128673
2465,146985.35728611355
2466,107440.69723540047
2467,135976.30992724936
2468,80471.29162494224
2469,79412.43117168781
2470,188136.53512352656
2471,205775.29384058324
2472,161388.95573499755
2473,109892.10896718141
2474,74988.65981252647
2475,229752.6927811962
2476,111228.45904981748
2477,122772.97898783839
2478,155478.3997129028
2479,102896.15347084137
2480,161156.47498870487
2481,122778.79135533299
2482,128593.16442352642
2483,112830.04159690763
2484,129977.02480272859
2485,129756.44737753645
2486,143679.70366614222
2487,164992.96738325534
2488,171173.3093098014
2489,148408.99433598222
2490,140086.12996960408
2491,93656.27606535603
2492,185070.84287363102
2493,151896.8484414039
2494,141040.19263684066
2495,82948.02655577988
2496,263828.4699839139
2497,157003.88498264423
2498,112638.35064155786
2499,87382.85465101332
2500,122395.84584952708
2501,134948.70658851936
2502,134491.3684628495
2503,94266.38608293561
2504,169617.39503083413
2505,222622.9341524295
2506,258725.90340675815
2507,306300.7076212754
2508,260329.15986532677
2509,223008.21298663877
2510,223655.97269970048
2511,174644.0870244409
2512,203436.24349410256
2513,232846.089010007
2514,252176.5701697714
2515,148089.1931120132
2516,177225.6806907923
2517,149597.0269287217
2518,146182.6764541487
2519,232924.54247697708
2520,215862.75202443375
2521,187806.92067678907
2522,219891.47556578126
2523,114341.75763711099
2524,136414.42097337233
2525,148279.41714339657
2526,136550.39339211571
2527,120878.56616853029
2528,122674.50998681356
2529,140202.04883833177
2530,122881.79506615692
2531,245134.90313000223
2532,228000.40245353346
2533,191534.1786992402
2534,232504.11740814237
2535,296759.26607030234
2536,236060.3312469614
2537,231315.96310606255
2538,187403.30788094606
2539,191297.42936459582
2540,180286.64984939958
2541,183218.4223359529
2542,161790.33224197556
2543,120081.20636247202
2544,122249.61456580037
2545,145426.56215275615
2546,135049.08153376024
2547,143667.181119276
2548,170773.79008228422
2549,157595.1208964719
2550,1550157.0437310026
2551,138262.01378922942
2552,128924.95266495987
2553,77703.3281352132
2554,97312.07410005241
2555,126574.70791276742
2556,102577.46898624724
2557,101157.06281089634
2558,150815.71825392486
2559,136627.50336492158
2560,149080.30957346738
2561,159783.0918330512
2562,137329.0338198398
2563,152824.65351756828
2564,207724.71833794878
2565,130398.09604246441
2566,159048.65401245278
2567,143434.96330743362
2568,208800.45554790192
2569,225967.41597478886
2570,117888.80560627296
2571,194821.05560574098
2572,147440.1540639913
2573,234728.96420643522
2574,297079.1940731667
2575,133365.06276046496
2576,111170.31065993762
2577,126146.24084340064
2578,83209.69577669869
2579,63821.108819125046
2580,103292.58745491775
2581,114678.8111389029
2582,114370.87263632842
2583,275731.8194036407
2584,184463.3609003415
2585,185840.86064946544
2586,219999.7523835572
2587,204357.1147270001
2588,139788.69446825646
2589,152323.1265145959
2590,214535.30206888227
2591,246599.59905905233
2592,216154.16242257753
2593,245331.51565074542
2594,189769.51962089573
2595,198253.31085820886
2596,297458.2730136958
2597,182767.5120715183
2598,283794.52627242496
2599,335056.4699608819
2600,147164.24037397234
2601,140133.7305811209
2602,83830.75147147401
2603,95186.57025029707
2604,87145.5783875908
2605,79656.83631965754
2606,145701.74667840337
2607,196704.8061972751
2608,184121.13088451605
2609,172841.02846009645
2610,115087.92419024925
2611,115009.99883187984
2612,158587.14242198985
2613,130546.30294533013
2614,121571.18955831967
2615,156382.5822360172
2616,153906.64067345785
2617,183136.83772131635
2618,206057.46904740602
2619,212442.6326938301
2620,179562.90416843304
2621,169460.53256607577
2622,174572.4391066574
2623,241808.76595473182
2624,333815.32006211317
2625,306245.33771011274
2626,172704.76020269212
2627,164912.4999789225
2628,472577.59606641706
2629,551293.9590227285
2630,372501.4403412236
2631,515108.30179134046
2632,425297.5427736058
2633,289461.81948064535
2634,407519.3752538513
2635,159841.09214692932
2636,168642.69169814937
2637,169562.62989125776
2638,258451.31011410337
2639,185575.14753723668
2640,145424.08659901703
2641,106615.2578724699
2642,180247.45743845255
2643,104441.55708370681
2644,113487.7145959928
2645,111972.558836006
2646,99328.10313296734
2647,105109.73562330012
2648,144101.04120585124
2649,153690.0357376493
2650,147933.24444612305
2651,139083.00810117205
2652,418775.69881142926
2653,261022.9876113142
2654,267399.16987015074
2655,393028.1134742686
2656,331808.4367292719
2657,358312.6263953339
2658,298874.23743122665
2659,301438.5446051678
2660,360298.2295967647
2661,351571.3957512531
2662,357286.560398782
2663,287170.6455084803
2664,267094.6140437011
2665,320320.61291402567
2666,293846.9203757037
2667,170181.18379104717
2668,177793.24733386675
2669,187755.03301423477
2670,288154.4419591309
2671,187918.72396935825
2672,200355.38748318737
2673,202283.98302816352
2674,190807.8281471076
2675,178917.90722688302
2676,193923.19073821208
2677,191640.61174191837
2678,258860.44904539155
2679,262192.69159874757
2680,282304.04923779436
2681,398746.7350034987
2682,317530.1128366303
2683,554468.4005444612
2684,320916.49602376047
2685,320302.7164713558
2686,247584.77200355954
2687,287589.61551317887
2688,214299.72464361464
2689,210612.90152843727
2690,419844.97702063946
2691,187283.33006597275
2692,145067.48510436973
2693,206593.36088036673
2694,139218.978355019
2695,190223.497567581
2696,183260.03626566328
2697,183802.89659289335
2698,185640.11366429558
2699,173086.509481078
2700,156658.480393539
2701,151945.7292635942
2702,117242.7646677211
2703,134349.5739876662
2704,128762.0242081775
2705,115092.02019878382
2706,111522.78379916944
2707,126931.49528475376
2708,131071.633263582
2709,102032.3474634492
2710,127469.27615960533
2711,283884.15569421195
2712,377265.50654006435
2713,171183.86699428086
2714,150289.23509242389
2715,168445.83556263743
2716,148993.11864710806
2717,197641.11488967983
2718,216812.0228098811
2719,146927.1997283315
2720,175239.02758417657
2721,128129.78309136278
2722,159260.20111361946
2723,142781.98409789195
2724,123882.17431265202
2725,124331.63069031619
2726,152404.0968887379
2727,173130.27990732444
2728,176029.5604262502
2729,144007.1822166932
2730,146895.96728648283
2731,133421.35841246424
2732,134805.58019608606
2733,145415.46400239452
2734,137708.53068039453
